INCIDENT NUMBER,OFFENSE CODE,OFFENSE CODE GROUP,OFFENSE DESCRIPTION,DISTRICT,REPORTING AREA,SHOOTING,OCCURRED ON DATE,Hour,YEAR,MONTH,DAY OF WEEK,UCR PART,STREET,LAT,LONG,Location
I152049635,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,602,,6/15/15 14:40,14,2015,6,Monday,Part Three,TREMONT ST,42.33366866,-71.10333486,"(42.33366866, -71.10333486)"
I152049623,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,254,,6/15/15 15:00,15,2015,6,Monday,Part Three,DEWAR ST,42.30995208,-71.05788994,"(42.30995208, -71.05788994)"
I152052194,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,123,,6/15/15 15:15,15,2015,6,Monday,Part Three,STUART ST,42.35086724,-71.06305976,"(42.35086724, -71.06305976)"
I152049658,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,184,,6/15/15 15:59,15,2015,6,Monday,Part Three,E COTTAGE ST,42.32126855,-71.0669728,"(42.32126855, -71.0669728)"
I152049699,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,,,,6/15/15 17:13,17,2015,6,Monday,Part Three,,,,"(0E-8, 0E-8)"
I152049692,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,263,,6/15/15 17:42,17,2015,6,Monday,Part Three,BLUE HILL AVE,42.325209,-71.074977,"(42.325209, -71.074977)"
I152049694,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,D14,797,,6/15/15 18:00,18,2015,6,Monday,Part Three,BUICK ST,42.35121058,-71.11575211,"(42.35121058, -71.11575211)"
I152049714,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,E5,663,,6/15/15 19:40,19,2015,6,Monday,Part Three,MENDUM ST,42.29274277,-71.13046294,"(42.29274277, -71.13046294)"
I152050308,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E13,572,,6/15/15 20:00,20,2015,6,Monday,Part Three,CHILCOTT PL,42.31326021,-71.09966273,"(42.31326021, -71.09966273)"
I152049738,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,785,,6/15/15 20:05,20,2015,6,Monday,Part Three,COMMONWEALTH AVE,42.34355233,-71.14336738,"(42.34355233, -71.14336738)"
I152049733,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,D14,924,,6/15/15 20:06,20,2015,6,Monday,Part Three,WASHINGTON ST,42.34425779,-71.14383621,"(42.34425779, -71.14383621)"
I152049767,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,366,,6/15/15 21:05,21,2015,6,Monday,Part Three,DORCHESTER AVE,42.28862665,-71.06350471,"(42.28862665, -71.06350471)"
I152049859,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,918,,6/16/15 0:00,0,2015,6,Tuesday,Part Three,ANNAPOLIS ST,42.31731905,-71.06150882,"(42.31731905, -71.06150882)"
I152050197,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,,,6/16/15 1:00,1,2015,6,Tuesday,Part Three,,,,"(0E-8, 0E-8)"
I152049985,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E5,910,,6/16/15 2:00,2,2015,6,Tuesday,Part Three,WASHINGTON ST,42.27800645,-71.13733723,"(42.27800645, -71.13733723)"
I152049792,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,345,,6/16/15 2:30,2,2015,6,Tuesday,Part Three,TOPLIFF ST,42.30190019,-71.06777275,"(42.30190019, -71.06777275)"
I152049930,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,,6/16/15 7:15,7,2015,6,Tuesday,Part Three,RHOADES ST,42.28518631,-71.09211276,"(42.28518631, -71.09211276)"
I152049828,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,A7,20,,6/16/15 7:21,7,2015,6,Tuesday,Part Three,CHELSEA ST,42.37699863,-71.03051887,"(42.37699863, -71.03051887)"
I152049805,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,B2,291,,6/16/15 8:03,8,2015,6,Tuesday,Part Three,COLUMBUS AVE,42.32987323,-71.09590774,"(42.32987323, -71.09590774)"
I152049829,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,149,,6/16/15 10:44,10,2015,6,Tuesday,Part Three,COLUMBUS AVE,42.343207,-71.078564,"(42.343207, -71.078564)"
I152050120,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,236,,6/16/15 11:00,11,2015,6,Tuesday,Part Three,POND ST,42.31961996,-71.05951046,"(42.31961996, -71.05951046)"
I152049851,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,219,,6/16/15 11:47,11,2015,6,Tuesday,Part Three,E EIGHTH ST,42.33122318,-71.04821007,"(42.33122318, -71.04821007)"
I152049918,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,348,,6/16/15 15:00,15,2015,6,Tuesday,Part Three,DORCHESTER AVE,42.30600262,-71.0587872,"(42.30600262, -71.0587872)"
I152049916,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,E18,520,,6/16/15 15:07,15,2015,6,Tuesday,Part Three,HYDE PARK AVE,42.25661118,-71.12391857,"(42.25661118, -71.12391857)"
I152049947,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B3,465,,6/16/15 15:30,15,2015,6,Tuesday,Part Three,BLUE HILL AVE,42.28482577,-71.09137369,"(42.28482577, -71.09137369)"
I152049971,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,348,,6/16/15 15:30,15,2015,6,Tuesday,Part Three,DORCHESTER AVE,42.30600262,-71.0587872,"(42.30600262, -71.0587872)"
I152049934,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,264,,6/16/15 16:21,16,2015,6,Tuesday,Part Three,JULIAN ST,42.31934009,-71.07669166,"(42.31934009, -71.07669166)"
I152049988,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C6,177,,6/16/15 17:14,17,2015,6,Tuesday,Part Three,MASSACHUSETTS AVE,42.32779976,-71.06771009,"(42.32779976, -71.06771009)"
I152049958,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,365,,6/16/15 17:18,17,2015,6,Tuesday,Part Three,FLORIDA ST,42.29165545,-71.06009035,"(42.29165545, -71.06009035)"
I152049987,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,B2,328,,6/16/15 18:07,18,2015,6,Tuesday,Part Three,FERNBORO ST,42.31066411,-71.07775375,"(42.31066411, -71.07775375)"
I152050006,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,23,,6/16/15 19:07,19,2015,6,Tuesday,Part Three,BENNINGTON ST,42.3764438,-71.03474021,"(42.3764438, -71.03474021)"
I152049997,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E13,571,,6/16/15 19:22,19,2015,6,Tuesday,Part Three,MONTEBELLO RD,42.31176766,-71.09971564,"(42.31176766, -71.09971564)"
I152050057,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,76,,6/16/15 19:45,19,2015,6,Tuesday,Part Three,ANTHONY RIP VALENTI WAY,42.36398584,-71.06047223,"(42.36398584, -71.06047223)"
I152050024,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,490,,6/16/15 20:31,20,2015,6,Tuesday,Part Three,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I152050038,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,A7,12,,6/16/15 21:05,21,2015,6,Tuesday,Part Three,WILLIAM F MCCLELLAN HWY,42.38831841,-71.01600449,"(42.38831841, -71.01600449)"
I152050056,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,266,,6/16/15 22:28,22,2015,6,Tuesday,Part Three,MOUNT PLEASANT AVE,42.32588656,-71.07818807,"(42.32588656, -71.07818807)"
I152050072,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,454,,6/16/15 22:45,22,2015,6,Tuesday,Part Three,HARVARD ST,42.29923318,-71.07414711,"(42.29923318, -71.07414711)"
I152050059,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,472,,6/16/15 22:53,22,2015,6,Tuesday,Part Three,BLUE HILL AVE,42.27298027,-71.09370551,"(42.27298027, -71.09370551)"
I152050063,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,161,,6/16/15 23:32,23,2015,6,Tuesday,Part Three,MARGINAL RD,42.34767084,-71.06570791,"(42.34767084, -71.06570791)"
I152050067,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,469,,6/16/15 23:46,23,2015,6,Tuesday,Part Three,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
I152050079,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C11,460,,6/17/15 0:47,0,2015,6,Wednesday,Part Three,MORSE ST,42.30393928,-71.07896352,"(42.30393928, -71.07896352)"
I152050110,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,B2,314,,6/17/15 7:24,7,2015,6,Wednesday,Part Three,HOWLAND ST,42.3144484,-71.08993418,"(42.3144484, -71.08993418)"
I152050105,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,344,,6/17/15 8:00,8,2015,6,Wednesday,Part Three,WESTVILLE TER,42.30098009,-71.06869928,"(42.30098009, -71.06869928)"
I152050128,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,B2,288,,6/17/15 8:10,8,2015,6,Wednesday,Part Three,DUDLEY ST,42.328876,-71.085139,"(42.328876, -71.085139)"
I152050109,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,23,,6/17/15 8:24,8,2015,6,Wednesday,Part Three,BROOKS ST,42.37744473,-71.03410833,"(42.37744473, -71.03410833)"
I152050124,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,C6,214,,6/17/15 8:56,8,2015,6,Wednesday,Part Three,E ST,42.33648163,-71.0508508,"(42.33648163, -71.0508508)"
I152050121,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,539,,6/17/15 9:08,9,2015,6,Wednesday,Part Three,SUNNYSIDE ST,42.24961588,-71.13479074,"(42.24961588, -71.13479074)"
I152050127,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,A1,76,,6/17/15 9:14,9,2015,6,Wednesday,Part Three,HAVERHILL ST,42.36571448,-71.06061587,"(42.36571448, -71.06061587)"
I152050204,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,E13,644,,6/17/15 9:45,9,2015,6,Wednesday,Part Three,ARBORWAY,42.31073736,-71.12204221,"(42.31073736, -71.12204221)"
I152050259,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,556,,6/17/15 13:00,13,2015,6,Wednesday,Part Three,PINEDALE RD,42.27684989,-71.12170659,"(42.27684989, -71.12170659)"
I152050190,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D4,168,,6/17/15 13:42,13,2015,6,Wednesday,Part Three,W CONCORD ST,42.33811294,-71.07518342,"(42.33811294, -71.07518342)"
I152050474,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,329,,6/17/15 13:45,13,2015,6,Wednesday,Part Three,DEVON ST,42.30987217,-71.07959478,"(42.30987217, -71.07959478)"
I152050236,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,268,,6/17/15 15:51,15,2015,6,Wednesday,Part Three,ADAMS ST,42.32773335,-71.07742977,"(42.32773335, -71.07742977)"
I152050290,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,26,,6/17/15 16:00,16,2015,6,Wednesday,Part Three,FALCON ST,42.38198102,-71.0398132,"(42.38198102, -71.0398132)"
I152050428,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,D4,620,,6/17/15 16:51,16,2015,6,Wednesday,Part Three,MASSACHUSETTS AVE,42.34621459,-71.08721196,"(42.34621459, -71.08721196)"
I152050252,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,A1,173,,6/17/15 17:10,17,2015,6,Wednesday,Part Three,ATLANTIC AVE,42.352571,-71.055424,"(42.352571, -71.055424)"
I152050242,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,206,,6/17/15 17:18,17,2015,6,Wednesday,Part Three,A ST,42.35003557,-71.0487301,"(42.35003557, -71.0487301)"
I152050254,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,680,,6/17/15 17:48,17,2015,6,Wednesday,Part Three,POPLAR ST,42.28630092,-71.12883623,"(42.28630092, -71.12883623)"
I152050322,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A7,16,,6/17/15 21:42,21,2015,6,Wednesday,Part Three,SARATOGA ST,42.38064063,-71.02556481,"(42.38064063, -71.02556481)"
I152050318,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,D4,273,,6/17/15 21:50,21,2015,6,Wednesday,Part Three,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.3368915, -71.077551)"
I152050342,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,,6/17/15 22:57,22,2015,6,Wednesday,Part Three,ALLSTATE RD,,,"(0E-8, 0E-8)"
I152050350,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,359,,6/17/15 23:21,23,2015,6,Wednesday,Part Three,ALPHA RD,42.29581546,-71.06884734,"(42.29581546, -71.06884734)"
I152050361,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B2,311,,6/18/15 2:30,2,2015,6,Thursday,Part Three,WARREN ST,42.31865102,-71.08162344,"(42.31865102, -71.08162344)"
I152050441,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,,611,,6/18/15 7:17,7,2015,6,Thursday,Part Three,HUNTINGTON AVE,42.33178,-71.113285,"(42.33178, -71.113285)"
I152050431,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,E5,680,,6/18/15 7:30,7,2015,6,Thursday,Part Three,SOUTH ST,42.287002,-71.12907309,"(42.287002, -71.12907309)"
I152050488,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1,113,,6/18/15 11:15,11,2015,6,Thursday,Part Three,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I152050478,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,C11,362,,6/18/15 11:23,11,2015,6,Thursday,Part Three,DUNLAP ST,42.29328572,-71.07185722,"(42.29328572, -71.07185722)"
I152050545,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B2,566,,6/18/15 12:39,12,2015,6,Thursday,Part Three,ELM HILL AVE,42.30762267,-71.08903351,"(42.30762267, -71.08903351)"
I152050534,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,C11,,,6/18/15 13:49,13,2015,6,Thursday,Part Three,,,,"(0E-8, 0E-8)"
I152050549,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,221,,6/18/15 15:03,15,2015,6,Thursday,Part Three,E THIRD ST,42.33638155,-71.04208842,"(42.33638155, -71.04208842)"
I152050553,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,E5,659,,6/18/15 15:13,15,2015,6,Thursday,Part Three,WELD ST,42.29335577,-71.14182237,"(42.29335577, -71.14182237)"
I152050584,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B2,326,,6/18/15 16:50,16,2015,6,Thursday,Part Three,BLUE HILL AVE,42.31136938,-71.08114545,"(42.31136938, -71.08114545)"
I152050588,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,201,,6/18/15 17:47,17,2015,6,Thursday,Part Three,W BROADWAY,42.33930416,-71.05160423,"(42.33930416, -71.05160423)"
I152050608,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,458,,6/18/15 18:25,18,2015,6,Thursday,Part Three,BLUE HILL AVE,42.30344,-71.085066,"(42.30344, -71.085066)"
I152050638,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,258,,6/18/15 19:08,19,2015,6,Thursday,Part Three,MONADNOCK ST,42.31633855,-71.06879992,"(42.31633855, -71.06879992)"
I152050614,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,D4,141,,6/18/15 19:09,19,2015,6,Thursday,Part Three,MASSACHUSETTS AVE,42.34810188,-71.08814056,"(42.34810188, -71.08814056)"
I152050635,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,326,,6/18/15 19:29,19,2015,6,Thursday,Part Three,FAYSTON ST,42.3126054,-71.07624159,"(42.3126054, -71.07624159)"
I152050675,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,296,,6/18/15 22:08,22,2015,6,Thursday,Part Three,WARREN ST,42.3253151,-71.08313582,"(42.3253151, -71.08313582)"
I152050684,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,344,,6/18/15 22:15,22,2015,6,Thursday,Part Three,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)"
I152050796,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,50,,6/18/15 22:15,22,2015,6,Thursday,Part Three,RUTHERFORD AVE,42.38117064,-71.07213904,"(42.38117064, -71.07213904)"
I152050796,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,A15,50,,6/18/15 22:15,22,2015,6,Thursday,Part Three,RUTHERFORD AVE,42.38117064,-71.07213904,"(42.38117064, -71.07213904)"
I152050688,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,93,,6/18/15 23:00,23,2015,6,Thursday,Part Three,CONGRESS ST,42.3608988,-71.05732193,"(42.3608988, -71.05732193)"
I152050692,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,A1,94,,6/19/15 1:06,1,2015,6,Friday,Part Three,CLINTON ST,42.360795,-71.053757,"(42.360795, -71.053757)"
I152050693,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,456,,6/19/15 1:52,1,2015,6,Friday,Part Three,HARLEM ST,42.30021684,-71.0809794,"(42.30021684, -71.0809794)"
I152050697,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,D14,754,,6/19/15 2:10,2,2015,6,Friday,Part Three,BRECK AVE,42.34971839,-71.16815011,"(42.34971839, -71.16815011)"
I152050698,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,769,,6/19/15 2:22,2,2015,6,Friday,Part Three,FANEUIL ST,42.35567614,-71.15434062,"(42.35567614, -71.15434062)"
I152050695,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,D14,779,,6/19/15 2:24,2,2015,6,Friday,Part Three,MURDOCK ST,42.35076748,-71.14761352,"(42.35076748, -71.14761352)"
I152050713,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,B2,181,,6/19/15 6:00,6,2015,6,Friday,Part Three,MAGAZINE ST,42.32667817,-71.0714811,"(42.32667817, -71.0714811)"
I152054375,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,584,,6/19/15 6:00,6,2015,6,Friday,Part Three,FISHER AVE,42.32795652,-71.10526297,"(42.32795652, -71.10526297)"
I152050954,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,613,,6/19/15 6:02,6,2015,6,Friday,Part Three,FRANCIS ST,42.33730901,-71.10977389,"(42.33730901, -71.10977389)"
I152050715,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,C6,186,,6/19/15 7:13,7,2015,6,Friday,Part Three,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)"
I152052953,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,724,,6/19/15 7:20,7,2015,6,Friday,Part Three,SPRING ST,42.27129343,-71.17225873,"(42.27129343, -71.17225873)"
I152050721,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,E13,568,,6/19/15 8:15,8,2015,6,Friday,Part Three,ROBESON ST,42.30925607,-71.09892565,"(42.30925607, -71.09892565)"
I152050837,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,779,,6/19/15 9:00,9,2015,6,Friday,Part Three,MARKET ST,42.35209109,-71.15164511,"(42.35209109, -71.15164511)"
I152050776,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,E5,559,,6/19/15 11:28,11,2015,6,Friday,Part Three,WASHINGTON ST,42.28390244,-71.13086263,"(42.28390244, -71.13086263)"
I152050792,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,E18,490,,6/19/15 13:04,13,2015,6,Friday,Part Three,AMERICAN LEGION HWY,42.27531312,-71.11587798,"(42.27531312, -71.11587798)"
I152050810,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,D14,768,,6/19/15 13:26,13,2015,6,Friday,Part Three,PARSONS ST,42.35557275,-71.15635477,"(42.35557275, -71.15635477)"
I152052240,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,C6,186,,6/19/15 13:30,13,2015,6,Friday,Part Three,MASSACHUSETTS AVE,42.32553801,-71.06579592,"(42.32553801, -71.06579592)"
I152050833,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,D4,623,,6/19/15 14:56,14,2015,6,Friday,Part Three,CHARLESGATE W,42.34881487,-71.09287448,"(42.34881487, -71.09287448)"
I152052583,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,184,,6/19/15 15:00,15,2015,6,Friday,Part Three,HUMPHREYS ST,42.31891149,-71.06731853,"(42.31891149, -71.06731853)"
I152050842,3805,Motor Vehicle Accident Response,M/V ACCIDENT - POLICE VEHICLE,B2,614,,6/19/15 15:00,15,2015,6,Friday,Part Three,BROOKLINE AVE,42.342562,-71.103437,"(42.342562, -71.103437)"
I152050873,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,C11,361,,6/19/15 16:41,16,2015,6,Friday,Part Three,DORCHESTER AVE,42.29328831,-71.06219497,"(42.29328831, -71.06219497)"
I152050913,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,447,,6/19/15 17:15,17,2015,6,Friday,Part Three,NORWELL ST,42.29442496,-71.07809281,"(42.29442496, -71.07809281)"
I152050911,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,B2,306,,6/19/15 17:16,17,2015,6,Friday,Part Three,TOWNSEND ST,42.3191711,-71.09192415,"(42.3191711, -71.09192415)"
I152050930,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C11,,,6/19/15 18:27,18,2015,6,Friday,Part Three,,,,"(0E-8, 0E-8)"
I152050972,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY ðDAMAGE,B2,304,,6/19/15 19:28,19,2015,6,Friday,Part Three,WASHINGTON ST,42.31943966,-71.09467467,"(42.31943966, -71.09467467)"
